Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title
316,然之後,Jay Fung,2025,https://www.youtube.com/watch?v=4NhvcjWuXA8,8969a146d5ed09bb67051a7951479bf2514d520572df0927e39f6e222204a95d,Thereafter
315,用背脊唱情歌,Gareth.T,2025,https://www.youtube.com/watch?v=hzHWXQtwBa4,dc58eed012627c2893bf9582f9a9392c4491d71d62584364bc8562109550ccc9,no full frontal
314,至少做一件離譜的事,Kiri T,2024,https://www.youtube.com/watch?v=hdnEQxT1Iwg,537668c4a61858b0c22f45375d087aa6a6e38afd56f7569d2d2365eea0e97f3f,You Gotta Screw Up At Least Once
313,開心果,sica,2025,https://www.youtube.com/watch?v=vv0iffPDKZU,b8db142ec8e9a0f6bf9fc47e5598f31d30c55a40f2af18057325bb6d469754f7,開心果
312,雪出個未來,Mike 曾比特,2026,https://www.youtube.com/watch?v=NGeKbSLN8SM,1893f6d79db18103486342cf920fd61c7deaa80b3244dd95c6233a5951f1d8d2,雪出個未來
311,無名氏,MC 張天賦,2026,https://www.youtube.com/watch?v=J21CX0dujMg,855743964fda1f689aee70592f42767fafb7193fdea782f69645e10bc0174e6a,Perfect Strangers
310,每年二月你擁有,IdG Bubbles,2026,https://www.youtube.com/watch?v=26cqQ-_E32k,d11a7b6c7d93338073415f17435ff01c6fd491392cdd1d770c5aa08256f481df,February Every Year
309,新人一樣,CONSTANCE,2026,https://www.youtube.com/watch?v=7dFpDiVEY5s,de95dd0d3f4ffccdbf1ecb607692992351c53ffbfc2564023be7d66109be8c3d,new kid on the block
308,天敵,Janice Vidal,2017,https://www.youtube.com/watch?v=8Y19rpExHdI,e49feaf441b266555b5591e802dbbbf051cda77e129b6cf9869d9a552dae22ef,Enemy
307,再度孤獨,Jenny Tseng,2000,https://www.youtube.com/watch?v=OiwT-gefpsU,6bc04075a47a76bf9106cab72eed884fde01ffc2310f04a0eedce13429a79d9b,再度孤獨
306,大會堂演奏廳,Hacken Lee,1988,https://www.youtube.com/watch?v=nvsm36MlnK4,1dc8cb2201826ec7098593ef8742430c99c64f945f7f9c7dc3ae09f8fe3df802,大會堂演奏廳
305,紅色跑車,Tai Ji,1999,https://www.youtube.com/watch?v=rzJuRLqbIe0,711858b2dde8ad14a8f9902811f7b4ff4d63c3354c6ee29a28d1bd47f95792b6,太極樂隊 ~ 紅色跑車【Music Video 】
304,憑著愛,Julie Sue,2015,https://www.youtube.com/watch?v=Kwq1N_BiWek,c3bba02d6c71d79f00c1aa9e26b4818d01c55607462c7d89eb9d6f2111d4bf77,With This Love
303,倚天屠龍記,Adam Cheng,1978,https://www.youtube.com/watch?v=3MUXEPXjb6c,6d2ab8359a7ad2fe5e55d24887e323654f3d67259e6d9fbdbd414d7a33e3c35f,Yi Tian Tu Long Ji
302,假如,杜麗莎,2007,https://www.youtube.com/watch?v=3pRR5wfT6jc,e17884fd27d34f0a67aa1359854f501ec25baad500719ca1ba871c29dcae04fa,假如 (仍然最愛演唱會 Live)
301,意外現場,Yan Ting,2022,https://www.youtube.com/watch?v=AQEshEKFLrI,189fe01dea844fe91841aa9c73b5649d73ba4be62125c42646f91d6098d23dc1,意外現場
300,心酸的情歌,巫啟賢,1994,https://www.youtube.com/watch?v=VsKnSNakays,69d23709b6d7b74f6fd69bdb415a58dcfcd53788a12a6e10e02c796cee6df234,心酸的情歌
299,掛念好友,JW,2010,https://www.youtube.com/watch?v=gk37QfiHuXo,413fe60894be3944f3e3f3e171c8548b78ff265f56ea56cd4b6598b708bcb194,掛念好友
298,忘情森巴舞,Grasshopper,1991,https://www.youtube.com/watch?v=1ZaN21rEaA4,962b39c8e92d60282ecb2618ac758467f12acdb7f69f757278130c08ebe1d136,忘情森巴舞
297,最後一夜,Prudence Liew,1987,https://www.youtube.com/watch?v=PO_0m9RupoY,471c8c7c21d67d52a8bcb2f9434dfbb48a5e5b6dcf072aca3ba356a842f9a38c,最後一夜
296,高山低谷,Phil Lam,2016,https://www.youtube.com/watch?v=whVgChFNYkg,5e681cb18aeeab42d1e4642c12cf33a859885d0b3a20cc6f1c682799d4404a48,Mountains and Valleys
295,忘記他,Teresa Teng,2018,https://www.youtube.com/watch?v=1_z0GuP0wmQ,1d35577976c06769a97be8b6aa74d731a89bdd342db4b523acc830d4cc45d6e3,忘記他
294,男人背後,Pakho Chau,2018,https://www.youtube.com/watch?v=FdeE0b9OFBE,8f031da4fa8dc2ccb928b8bfc7115aa1646474a5bbd2da46e15aa6170624d772,周柏豪 Pakho - 男人背後 Official MV
293,女神,Joyce Cheng,2016,https://www.youtube.com/watch?v=lgFlMa9OuJM,84ee1b4a287832fc1d1500ec4fbb04460ef08a0197c2df2a797ab3dd3db09526,女神
292,E先生 連環不幸事件,Edan 呂爵安,2021,https://www.youtube.com/watch?v=u2sDnG5t3w8,bc83d676360fa2735665ff17106baf2736b9d9ec1f9cce6b7ef9e667e55a26df,E先生連環不幸事件
291,Speak Love,COLLAR,2023,https://www.youtube.com/watch?v=G4Fkv36V0Sk,5127dafdde68db6a49675441f1be5482fefec702319238841e60e81bfe02bd2b,Speak Love
290,非物質文化遺產,Alton Wong 王智德,2024,https://www.youtube.com/watch?v=F-KQQdPCXm8,c634af73523fb793c5230665a11e4075a9da0362df5bdfe65177da2dcc1eb6c1,非物質文化遺產
289,彎彎的月亮,David Lui,2015,https://www.youtube.com/watch?v=9yTiIZY1Shw,b44a97bd43b5d7b4339c0243e4dca6e32edaf10084f6a60764bc09694bc7db87,The Crescent Moon (Cantonese)
288,La La 世界,BOYZ,2003,https://www.youtube.com/watch?v=iS-6QxXVdUU,ff6397e94b7f72e1fb0826696f6c9dceead9fdd3459ecd869da4834d269dafe6,La La 世界
287,原來她不夠愛我,Kwan Gor,2015,https://www.youtube.com/watch?v=4xIQLh_2TMk,dcee81f78a694d0e82d020d0b1ad66cc64fd71abf8da724124ad76595438d440,原來她不夠愛我
